"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State","Region","Starting Median Salary","Mid-Career Median Salary","Mid-Career 10th Percentile Salary","Mid-Career 25th Percentile Salary","Mid-Career 75th Percentile Salary","Mid-Career 90th Percentile Salary"
"san jose state university",7721,18881,"public",26822,"very difficult",0.55,"30583","san jose","CA","California",53500,95600,50700,70500,122000,156000
"sierra nevada college",32639,32639,"private",479,"moderately difficult",0.51,"851","incline village","NV",NA,NA,NA,NA,NA,NA,NA
"scripps college",52966,52966,"private",1039,"very difficult",0.3,"3032","claremont","CA",NA,NA,NA,NA,NA,NA,NA
"university of montana",7063,24871,"public",10778,"moderately difficult",0.84,"2401","missoula","MT","Western",37300,71900,37000,51500,96400,138000
"seattle university",42885,42885,"private",4776,"moderately difficult",0.74,"8149","seattle","WA","Western",48300,82800,50600,62400,110000,150000
"southwestern oklahoma state university",6705,13605,"public",4510,"minimally difficult",0.91,"3131","weatherford","OK",NA,NA,NA,NA,NA,NA,NA
"south dakota state university",8441,11689,"public",10959,"minimally difficult",0.91,"5173","brookings","SD","Midwestern",41100,73500,34100,49900,99400,129000
"san francisco state university",7254,19134,"public",25945,"moderately difficult",0.68,"36223","san francisco","CA","California",47300,86400,45100,62700,114000,150000
"santa clara university",49858,49858,"private",5438,"very difficult",0.48,"15834","santa clara","CA",NA,NA,NA,NA,NA,NA,NA
"wayland baptist university",19430,19430,"private",3776,"minimally difficult",1,"651","plainview","TX",NA,NA,NA,NA,NA,NA,NA
"southern nazarene university",25188,25188,"private",1647,"noncompetitive",0.33,"979","bethany","OK",NA,NA,NA,NA,NA,NA,NA
"sul ross state university",8071,20521,"public",1359,"noncompetitive",0.8,"1143","alpine","TX",NA,NA,NA,NA,NA,NA,NA
"southern oregon university",9286,24630,"public",5314,"moderately difficult",0.78,"2766","ashland","OR",NA,NA,NA,NA,NA,NA,NA
"stanford university",49617,49617,"private",7034,"most difficult",0.05,"43997","stanford","CA","California",70400,129000,68400,93100,184000,257000
"stephen f. austin state university",9537,21987,"public",11140,"moderately difficult",0.62,"11382","nacogdoches","TX",NA,NA,NA,NA,NA,NA,NA
"university of the southwest",16000,16000,"private",450,"moderately difficult",0.66,"263","hobbs","NM",NA,NA,NA,NA,NA,NA,NA
"texas state university",10621,23071,"public",34244,"moderately difficult",0.71,"21524","san marcos","TX",NA,NA,NA,NA,NA,NA,NA
"southwestern university",40560,40560,"private",1486,"very difficult",0.45,"3773","georgetown","TX",NA,NA,NA,NA,NA,NA,NA
"fashion institute of technology",5483,14863,"public",9096,"moderately difficult",0.4,"4632","new york","NY","Northeastern",42800,81000,38800,60500,106000,138000
"cornell university",52853,52853,"private",14566,"most difficult",0.14,"44965","ithaca","NY","Northeastern",60300,110000,56800,79800,160000,210000
"university of texas austin",10136,35766,"public",40168,"moderately difficult",0.4,"47501","austin","TX","Southern",49700,93900,50100,67400,129000,188000
"brooklyn college",7040,17910,"public",14406,"moderately difficult",0.37,"20608","brooklyn","NY",NA,NA,NA,NA,NA,NA,NA
"college of saint mary",19950,19950,"private",760,"minimally difficult",0.53,"333","omaha","NE",NA,NA,NA,NA,NA,NA,NA
"york college",6957,17827,"public",8258,"moderately difficult",0.61,"13726","jamaica","NY",NA,NA,NA,NA,NA,NA,NA
"york college",6957,17827,"private",430,"moderately difficult",0.6,"485","york","NE",NA,NA,NA,NA,NA,NA,NA
"east stroudsburg university of pennsylvania",10288,21526,"public",6159,"moderately difficult",0.73,"7449","east stroudsburg","PA",NA,NA,NA,NA,NA,NA,NA
"gettysburg college",52640,52640,"private",2384,"most difficult",0.43,"6816","gettysburg","PA","Northeastern",44700,85800,NA,66300,132000,NA
"lehigh university",50740,50740,"private",5080,"most difficult",0.26,"13403","bethlehem","PA","Northeastern",59200,105000,69500,85000,160000,229000
"hartwick college",44534,44534,"private",1396,"moderately difficult",0.94,"3085","oneonta","NY",NA,NA,NA,NA,NA,NA,NA
"gwynedd-mercy college",35520,35520,"private",2035,"moderately difficult",0.91,"904","gwynedd valley","PA",NA,NA,NA,NA,NA,NA,NA
"college of the holy cross",50630,50630,"private",2941,"very difficult",0.38,"6693","worcester","MA","Northeastern",50200,106000,NA,65600,143000,NA
"king's college",35830,35830,"private",2082,"moderately difficult",0.71,"3852","wilkes barre","PA",NA,NA,NA,NA,NA,NA,NA
"lafayette college",50850,50850,"private",2550,NA,NA,NA,"easton","PA","Northeastern",53900,107000,70600,79300,144000,204000
"elizabethtown college",45350,45350,"private",1737,"moderately difficult",0.73,"2904","elizabethtown","PA",NA,NA,NA,NA,NA,NA,NA
"lancaster bible college",23400,23400,"private",786,"minimally difficult",0.57,"192","lancaster","PA",NA,NA,NA,NA,NA,NA,NA
"sonoma state university",7724,19604,"public",8606,"moderately difficult",0.76,"16487","rohnert park","CA",NA,NA,NA,NA,NA,NA,NA
"dominican university",32530,32530,"private",2306,"moderately difficult",0.64,"4568","river forest","IL",NA,NA,NA,NA,NA,NA,NA
"governors state university",10516,18676,"public",3517,"moderately difficult",0.42,"1176","university park","IL",NA,NA,NA,NA,NA,NA,NA
"indiana wesleyan university",25980,25980,"private",2933,"moderately difficult",0.96,"2444","marion","IN","Midwestern",39800,58500,39600,47800,78600,93400
"illinois state university",14061,25168,"public",18643,"moderately difficult",0.89,"12078","normal","IL","Midwestern",42000,73400,39100,55200,105000,142000
"erskine college",34560,34560,"private",622,"moderately difficult",0.64,"991","due west","SC",NA,NA,NA,NA,NA,NA,NA
"iowa wesleyan college",30000,30000,"private",473,"moderately difficult",0.41,"1696","mount pleasant","IA",NA,NA,NA,NA,NA,NA,NA
"loyola university chicago",43078,43078,"private",11129,"moderately difficult",0.73,"22712","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"kenyon college",53560,53560,"private",1708,"most difficult",0.29,"5927","gambier","OH",NA,NA,NA,NA,NA,NA,NA
"roosevelt university",28963,28963,"private",3239,"moderately difficult",0.72,"3303","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"john carroll university",39790,39790,"private",3026,"moderately difficult",0.83,"3857","university heights","OH",NA,NA,NA,NA,NA,NA,NA
"crown college",25430,25430,"private",1088,"minimally difficult",0.56,"838","st bonifacius","MN",NA,NA,NA,NA,NA,NA,NA
"knox college",44958,44958,"private",1357,"very difficult",0.65,"3514","galesburg","IL",NA,NA,NA,NA,NA,NA,NA
"indiana university bloomington",10533,34845,"public",39184,"moderately difficult",0.79,"34646","bloomington","IN","Midwestern",46300,84000,43600,60400,119000,178000
"ripon college",41835,41835,"private",793,"moderately difficult",0.65,"2553","ripon","WI",NA,NA,NA,NA,NA,NA,NA
"florida state university",6507,21673,"public",32929,"very difficult",0.58,"29027","tallahassee","FL","Southern",42100,73000,39600,52800,107000,156000
"university of michigan dearborn",12472,24706,"public",7141,"moderately difficult",0.65,"5328","dearborn","MI",NA,NA,NA,NA,NA,NA,NA
"missouri university of science & technology",9839,27701,"public",6909,"very difficult",0.79,"4166","rolla","MO","Midwestern",57100,95800,67600,80400,122000,166000
"northern illinois university",12262,21727,"public",14079,"moderately difficult",0.52,"14980","de kalb","IL","Midwestern",43600,80800,43900,60200,111000,161000
"university of the pacific",46346,46346,"private",3483,"moderately difficult",0.66,"8870","stockton","CA",NA,NA,NA,NA,NA,NA,NA
"colorado christian university",30370,30370,"private",1306,"moderately difficult",0.63,"1917","lakewood","CO",NA,NA,NA,NA,NA,NA,NA
"florida international university",6558,18956,"public",45813,"moderately difficult",0.49,"17218","miami","FL","Southern",43200,75500,40500,55800,98200,136000
"cameron university",6180,15510,"public",4444,"noncompetitive",1,"1102","lawton","OK",NA,NA,NA,NA,NA,NA,NA
"william carey university",12300,12300,"private",2090,"moderately difficult",0.93,"465","hattiesburg","MS",NA,NA,NA,NA,NA,NA,NA
"mcdaniel college",41800,41800,"private",1559,"moderately difficult",0.79,"2385","westminster","MD",NA,NA,NA,NA,NA,NA,NA
"fontbonne university",25460,25460,"private",1099,"moderately difficult",0.97,"494","st louis","MO",NA,NA,NA,NA,NA,NA,NA
"wheeling jesuit university",28110,28110,"private",945,"moderately difficult",0.93,"1020","wheeling","WV",NA,NA,NA,NA,NA,NA,NA
"university of missouri kansas city",9763,24490,"public",11708,"moderately difficult",0.62,"5138","kansas city","MO","Midwestern",38900,65800,36300,48100,95800,124000
"saint mary-of-the-woods college",29510,29510,"private",690,"minimally difficult",0.73,"367","saint mary of the woods","IN",NA,NA,NA,NA,NA,NA,NA
"cornerstone university",27520,27520,"private",1856,"minimally difficult",0.63,"2892","grand rapids","MI",NA,NA,NA,NA,NA,NA,NA
"eastern university",32315,32315,"private",2082,"moderately difficult",0.61,"1992","st davids","PA",NA,NA,NA,NA,NA,NA,NA
"georgian court university",32260,32260,"private",1591,"moderately difficult",0.78,"526","lakewood","NJ",NA,NA,NA,NA,NA,NA,NA
"new york city college of technology",6931,17801,"public",17282,"noncompetitive",0.75,"16846","brooklyn","NY",NA,NA,NA,NA,NA,NA,NA
"hunter college",6980,17850,"public",16723,"moderately difficult",0.39,"28510","new york","NY",NA,NA,NA,NA,NA,NA,NA
"monmouth college",36400,36400,"private",1147,"moderately difficult",0.52,"3248","monmouth","IL",NA,NA,NA,NA,NA,NA,NA
"northern michigan university",10490,15986,"public",8001,"minimally difficult",0.72,"6848","marquette","MI",NA,NA,NA,NA,NA,NA,NA
"greensboro college",29120,29120,"private",960,"minimally difficult",0.36,"2687","greensboro","NC",NA,NA,NA,NA,NA,NA,NA
"manhattan christian college",15418,15418,"private",327,"minimally difficult",0.6,"162","manhattan","KS",NA,NA,NA,NA,NA,NA,NA
"loyola university maryland",47725,47725,"private",4104,"moderately difficult",0.66,"12727","baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"california state university fresno",6583,18463,"public",21528,"minimally difficult",0.54,"18731","fresno","CA",NA,NA,NA,NA,NA,NA,NA
"oklahoma baptist university",26840,26840,"private",1904,"moderately difficult",0.6,"4955","shawnee","OK",NA,NA,NA,NA,NA,NA,NA
"metropolitan state university of denver",7352,20149,"public",19940,"minimally difficult",0.64,"7228","denver","CO",NA,NA,NA,NA,NA,NA,NA
"marian university",33000,33000,"private",2147,"moderately difficult",0.59,"2191","indianapolis","IN",NA,NA,NA,NA,NA,NA,NA
"marian university",33000,33000,"private",1487,"moderately difficult",0.77,"1245","fond du lac","WI",NA,NA,NA,NA,NA,NA,NA
"mount mary university",29510,29510,"private",807,"moderately difficult",0.56,"689","milwaukee","WI",NA,NA,NA,NA,NA,NA,NA
"davis & elkins college",28992,28992,"private",640,"moderately difficult",0.75,"351","elkins","WV",NA,NA,NA,NA,NA,NA,NA
"kent state university",10012,18544,"public",23684,"moderately difficult",0.85,"16145","kent","OH","Midwestern",38700,62600,36100,45800,87000,124000
"lawrence technological university",32130,32130,"private",2164,"moderately difficult",0.69,"2318","southfield","MI",NA,NA,NA,NA,NA,NA,NA
"harvey mudd college",54886,54886,"private",829,"most difficult",0.13,"4180","claremont","CA","California",71800,122000,NA,96000,180000,NA
"dordt college",30000,30000,"private",1376,"moderately difficult",0.75,"1355","sioux center","IA",NA,NA,NA,NA,NA,NA,NA
"texas tech university",10771,23011,"public",29963,"moderately difficult",0.63,"23311","lubbock","TX",NA,NA,NA,NA,NA,NA,NA
"university of nebraska omaha",8207,22037,"public",12335,"minimally difficult",0.71,"4955","omaha","NE","Midwestern",41500,72600,39500,54400,97400,126000
"oklahoma panhandle state university",7674,13233,"public",1387,"noncompetitive",1,"316","goodwell","OK",NA,NA,NA,NA,NA,NA,NA
"mount vernon nazarene university",28090,28090,"private",1831,"moderately difficult",0.74,"1276","mount vernon","OH",NA,NA,NA,NA,NA,NA,NA
"southern arkansas university",8346,12156,"public",3286,"moderately difficult",0.69,"3460","magnolia","AR",NA,NA,NA,NA,NA,NA,NA
"southwestern assemblies of god university",20410,20410,"private",1774,"noncompetitive",0.23,"2097","waxahachie","TX",NA,NA,NA,NA,NA,NA,NA
"memphis college of art",33100,33100,"private",366,"moderately difficult",0.38,"958","memphis","TN",NA,NA,NA,NA,NA,NA,NA
"university of puget sound",48090,48090,"private",2508,"moderately difficult",0.83,"6098","tacoma","WA","Western",46600,81500,48900,60100,104000,137000
"xavier university of louisiana",23606,23606,"private",2327,"moderately difficult",0.48,"6640","new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"master's college",33020,33020,"private",1390,"moderately difficult",0.83,"446","santa clarita","CA",NA,NA,NA,NA,NA,NA,NA
"washburn university",8540,19190,"public",5793,"noncompetitive",0.99,"1458","topeka","KS",NA,NA,NA,NA,NA,NA,NA
"new jersey city university",11762,21052,"public",6663,"moderately difficult",0.85,"3987","jersey city","NJ",NA,NA,NA,NA,NA,NA,NA
"university of san diego",47708,47708,"private",5711,"very difficult",0.51,"14413","san diego","CA",NA,NA,NA,NA,NA,NA,NA
"black hills state university",8602,11602,"public",4020,NA,NA,NA,"spearfish","SD","Midwestern",35300,43900,NA,32200,60900,NA
"california state university bakersfield",7142,19022,"public",8093,NA,1,"5756","bakersfield","CA",NA,NA,NA,NA,NA,NA,NA
"university of texas tyler",7822,20872,"public",6318,"moderately difficult",0.64,"2468","tyler","TX",NA,NA,NA,NA,NA,NA,NA
"pacific northwest college of art",36724,36724,"private",405,"minimally difficult",0.95,"312","portland","OR",NA,NA,NA,NA,NA,NA,NA
"university of houston downtown",7511,19961,"public",12865,"noncompetitive",0.83,"4187","houston","TX",NA,NA,NA,NA,NA,NA,NA
"university of minnesota morris",13072,15092,"public",1771,"moderately difficult",0.58,"3414","morris","MN",NA,NA,NA,NA,NA,NA,NA
"dickinson state university",6554,9226,"public",1381,"minimally difficult",0.92,"362","dickinson","ND",NA,NA,NA,NA,NA,NA,NA
"university of texas san antonio",9380,23379,"public",24724,"moderately difficult",0.76,"15500","san antonio","TX","Southern",42500,70700,39100,49800,92700,121000
"dominican university of california",44690,44690,"private",1391,"moderately difficult",0.78,"2049","san rafael","CA",NA,NA,NA,NA,NA,NA,NA
"indiana university south bend",7207,19038,"public",6653,"moderately difficult",0.77,"2451","south bend","IN",NA,NA,NA,NA,NA,NA,NA
"adams state university",9440,20456,"public",2002,"moderately difficult",0.99,"1957","alamosa","CO",NA,NA,NA,NA,NA,NA,NA
"georgetown college",37160,37160,"private",986,"moderately difficult",0.66,"2127","georgetown","KY",NA,NA,NA,NA,NA,NA,NA
"university of texas health science center houston",5976,25986,"public",677,"moderately difficult",NA,NA,"houston","TX",NA,NA,NA,NA,NA,NA,NA
"university of louisville",11264,26286,"public",15827,"moderately difficult",0.73,"10165","louisville","KY",NA,NA,NA,NA,NA,NA,NA
"university of the incarnate word",29990,29990,"private",6423,"moderately difficult",0.93,"3887","san antonio","TX",NA,NA,NA,NA,NA,NA,NA
"florida institute of technology",41240,41240,"private",3629,"moderately difficult",0.61,"9503","melbourne","FL",NA,NA,NA,NA,NA,NA,NA
"rose-hulman institute of technology",47997,47997,"private",2202,"very difficult",0.61,"4241","terre haute","IN",NA,NA,NA,NA,NA,NA,NA
"minneapolis college of art & design",37812,37812,"private",690,"moderately difficult",0.88,"473","minneapolis","MN",NA,NA,NA,NA,NA,NA,NA
"marshall university",7798,17856,"public",9615,"moderately difficult",0.89,"4891","huntington","WV",NA,NA,NA,NA,NA,NA,NA
"dominican college",28448,28448,"private",1478,"noncompetitive",0.75,"1751","orangeburg","NY",NA,NA,NA,NA,NA,NA,NA
"college for creative studies",42460,42460,"private",1401,"moderately difficult",0.46,"1388","detroit","MI",NA,NA,NA,NA,NA,NA,NA
"university of central oklahoma",7100,17447,"public",15067,"minimally difficult",0.7,"5122","edmond","OK",NA,NA,NA,NA,NA,NA,NA
"la sierra university",32130,32130,"private",2103,"minimally difficult",0.45,"4328","riverside","CA",NA,NA,NA,NA,NA,NA,NA
"fairmont state university",7296,15398,"public",3807,"minimally difficult",0.66,"2943","fairmont","WV",NA,NA,NA,NA,NA,NA,NA
"franklin university",15295,15295,"private",4676,"noncompetitive",NA,NA,"columbus","OH",NA,NA,NA,NA,NA,NA,NA
"wofford college",41955,41955,"private",1622,"very difficult",0.7,"2937","spartanburg","SC",NA,NA,NA,NA,NA,NA,NA
"newberry college",25900,25900,"private",1070,"moderately difficult",0.6,"1445","newberry","SC",NA,NA,NA,NA,NA,NA,NA
"davidson college",49949,49949,"private",1796,"very difficult",0.2,"5618","davidson","NC","Southern",46100,104000,NA,70500,146000,NA
"shepherd university",7328,17873,"public",3436,"moderately difficult",0.92,"1546","shepherdstown","WV",NA,NA,NA,NA,NA,NA,NA
"lewis-clark state college",6334,18410,"public",3633,"minimally difficult",0.99,"1117","lewiston","ID",NA,NA,NA,NA,NA,NA,NA
"mary baldwin university",31040,31040,"private",1310,"moderately difficult",0.99,"2706","staunton","VA",NA,NA,NA,NA,NA,NA,NA
"marian university",27400,27400,"private",2147,"moderately difficult",0.59,"2191","indianapolis","IN",NA,NA,NA,NA,NA,NA,NA
"marian university",27400,27400,"private",1487,"moderately difficult",0.77,"1245","fond du lac","WI",NA,NA,NA,NA,NA,NA,NA
